No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
337,Lunatone,Lunatone,3,1.0m,168.0kg,Rock,Psychic,Levitate,,,Yellow,0,0,100,25,Mineral,,45,161,800000,Ordinary,,,90,55,65,95,85,70,460,0,0,0,2,0,0
338,Solrock,Solrock,3,1.2m,154.0kg,Rock,Psychic,Levitate,,,Red,0,0,100,25,Mineral,,45,161,800000,Ordinary,,,90,95,85,55,65,70,460,0,2,0,0,0,0
339,Barboach,Barboach,3,0.4m,1.9kg,Water,Ground,Oblivious,Anticipation,Hydration,Gray,50,50,0,20,Water2,,190,58,1000000,Ordinary,,,50,48,43,46,41,60,288,1,0,0,0,0,0
340,Whiscash,Whiscash,3,0.9m,23.6kg,Water,Ground,Oblivious,Anticipation,Hydration,Blue,50,50,0,20,Water2,,75,164,1000000,Ordinary,,,110,78,73,76,71,60,468,2,0,0,0,0,0
341,Corphish,Corphish,3,0.6m,11.5kg,Water,,Hyper Cutter,Shell Armor,Adaptability,Red,50,50,0,15,Water1,Water3,205,62,1640000,Ordinary,,,43,80,65,50,35,35,308,0,1,0,0,0,0
342,Crawdaunt,Crawdaunt,3,1.1m,32.8kg,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,Red,50,50,0,15,Water1,Water3,155,164,1640000,Ordinary,,,63,120,85,90,55,55,468,0,2,0,0,0,0
343,Baltoy,Baltoy,3,0.5m,21.5kg,Ground,Psychic,Levitate,,,Brown,0,0,100,20,Mineral,,255,60,1000000,Ordinary,,,40,40,55,40,70,55,300,0,0,0,0,1,0
344,Claydol,Claydol,3,1.5m,108.0kg,Ground,Psychic,Levitate,,,Black,0,0,100,20,Mineral,,90,175,1000000,Ordinary,,,60,70,105,70,120,75,500,0,0,0,0,2,0
345,Lileep,Lileep,3,1.0m,23.8kg,Rock,Grass,Suction Cups,,Storm Drain,Purple,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,,,66,41,77,61,87,23,355,0,0,0,0,1,0
346,Cradily,Cradily,3,1.5m,60.4kg,Rock,Grass,Suction Cups,,Storm Drain,Green,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,,,86,81,97,81,107,43,495,0,0,0,0,2,0
347,Anorith,Anorith,3,0.7m,12.5kg,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,,,45,95,50,40,50,75,355,0,1,0,0,0,0
348,Armaldo,Armaldo,3,1.5m,68.2kg,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,,,75,125,100,70,80,45,495,0,2,0,0,0,0
349,Feebas,Feebas,3,0.6m,7.4kg,Water,,Swift Swim,Oblivious,Adaptability,Brown,50,50,0,20,Water1,Dragon,255,40,600000,Ordinary,,,20,15,20,10,55,80,200,0,0,0,0,0,1
350,Milotic,Milotic,3,6.2m,162.0kg,Water,,Marvel Scale,Competitive,Cute Charm,Pink,50,50,0,20,Water1,Dragon,60,189,600000,Ordinary,,,95,60,79,100,125,81,540,0,0,0,0,2,0
351,Castform,Castform,3,0.3m,0.8kg,Normal,,Forecast,,,Gray,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
351,Castform,Castform Sunny Form,3,0.3m,0.8kg,Normal,,Forecast,,,Red,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
351,Castform,Castform Rainy Form,3,0.3m,0.8kg,Normal,,Forecast,,,Blue,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
351,Castform,Castform Snowy Form,3,0.3m,0.8kg,Normal,,Forecast,,,White,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,,,70,70,70,70,70,70,420,1,0,0,0,0,0
352,Kecleon,Kecleon,3,1.0m,22.0kg,Normal,,Color Change,,Protean,Green,50,50,0,20,Ground,,200,154,1059860,Ordinary,,,60,90,70,60,120,40,440,0,0,0,0,1,0
353,Shuppet,Shuppet,3,0.6m,2.3kg,Ghost,,Insomnia,Frisk,Cursed Body,Black,50,50,0,25,Amorphous,,225,59,800000,Ordinary,,,44,75,35,63,33,45,295,0,1,0,0,0,0
354,Banette,Banette,3,1.1m,12.5kg,Ghost,,Insomnia,Frisk,Cursed Body,Black,50,50,0,25,Amorphous,,45,159,800000,Ordinary,,,64,115,65,83,63,65,455,0,2,0,0,0,0
354,Banette,Mega Banette,3,1.2m,13.0kg,Ghost,,Prankster,,,Black,50,50,0,25,Amorphous,,45,194,800000,Ordinary,Mega,,64,165,75,93,83,75,555,0,2,0,0,0,0
355,Duskull,Duskull,3,0.8m,15.0kg,Ghost,,Levitate,,Frisk,Black,50,50,0,25,Amorphous,,190,59,800000,Ordinary,,,20,40,90,30,90,25,295,0,0,0,0,1,0
356,Dusclops,Dusclops,3,1.6m,30.6kg,Ghost,,Pressure,,Frisk,Black,50,50,0,25,Amorphous,,90,159,800000,Ordinary,,,40,70,130,60,130,25,455,0,0,1,0,1,0
357,Tropius,Tropius,3,2.0m,100.0kg,Grass,Flying,Chlorophyll,Solar Power,Harvest,Green,50,50,0,25,Monster,Grass,200,161,1250000,Ordinary,,,99,68,83,72,87,51,460,2,0,0,0,0,0
358,Chimecho,Chimecho,3,0.6m,1.0kg,Psychic,,Levitate,,,Blue,50,50,0,25,Amorphous,,45,159,800000,Ordinary,,,75,50,80,95,90,65,455,0,0,0,1,1,0
359,Absol,Absol,3,1.2m,47.0kg,Dark,,Pressure,Super Luck,Justified,White,50,50,0,25,Ground,,30,163,1059860,Ordinary,,,65,130,60,75,60,75,465,0,2,0,0,0,0
359,Absol,Mega Absol,3,1.2m,49.0kg,Dark,,Magic Bounce,,,White,50,50,0,25,Ground,,30,198,1059860,Ordinary,Mega,,65,150,60,115,60,115,565,0,2,0,0,0,0
360,Wynaut,Wynaut,3,0.6m,14.0kg,Psychic,,Shadow Tag,,Telepathy,Blue,50,50,0,20,Undiscovered,,125,52,1000000,Ordinary,,,95,23,48,23,48,23,260,1,0,0,0,0,0
361,Snorunt,Snorunt,3,0.7m,16.8kg,Ice,,Inner Focus,Ice Body,Moody,Gray,50,50,0,20,Fairy,Mineral,190,60,1000000,Ordinary,,,50,50,50,50,50,50,300,1,0,0,0,0,0
362,Glalie,Glalie,3,1.5m,256.5kg,Ice,,Inner Focus,Ice Body,Moody,Gray,50,50,0,20,Fairy,Mineral,75,168,1000000,Ordinary,,,80,80,80,80,80,80,480,2,0,0,0,0,0
362,Glalie,Mega Glalie,3,2.1m,350.2kg,Ice,,Refrigerate,,,Gray,50,50,0,20,Fairy,Mineral,75,203,1000000,Ordinary,Mega,,80,120,80,120,80,100,580,2,0,0,0,0,0
363,Spheal,Spheal,3,0.8m,39.5kg,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,255,58,1059860,Ordinary,,,70,40,50,55,50,25,290,1,0,0,0,0,0
364,Sealeo,Sealeo,3,1.1m,87.6kg,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,120,144,1059860,Ordinary,,,90,60,70,75,70,45,410,2,0,0,0,0,0
365,Walrein,Walrein,3,1.4m,150.6kg,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,45,265,1059860,Ordinary,,,110,80,90,95,90,65,530,3,0,0,0,0,0
366,Clamperl,Clamperl,3,0.4m,52.5kg,Water,,Shell Armor,,Rattled,Blue,50,50,0,20,Water1,,255,69,600000,Ordinary,,,35,64,85,74,55,32,345,0,0,1,0,0,0
367,Huntail,Huntail,3,1.7m,27.0kg,Water,,Swift Swim,,Water Veil,Blue,50,50,0,20,Water1,,60,170,600000,Ordinary,,,55,104,105,94,75,52,485,0,1,1,0,0,0
368,Gorebyss,Gorebyss,3,1.8m,22.6kg,Water,,Swift Swim,,Hydration,Pink,50,50,0,20,Water1,,60,170,600000,Ordinary,,,55,84,105,114,75,52,485,0,0,0,2,0,0
369,Relicanth,Relicanth,3,1.0m,23.4kg,Water,Rock,Swift Swim,Rock Head,Sturdy,Gray,87.5,12.5,0,40,Water1,Water2,25,170,1250000,Ordinary,,,100,90,130,45,65,55,485,1,0,1,0,0,0
370,Luvdisc,Luvdisc,3,0.6m,8.7kg,Water,,Swift Swim,,Hydration,Pink,25,75,0,20,Water2,,225,116,800000,Ordinary,,,43,30,55,40,65,97,330,0,0,0,0,0,1
371,Bagon,Bagon,3,0.6m,42.1kg,Dragon,,Rock Head,,Sheer Force,Blue,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,45,75,60,40,30,50,300,0,1,0,0,0,0
372,Shelgon,Shelgon,3,1.1m,110.5kg,Dragon,,Rock Head,,Overcoat,White,50,50,0,40,Dragon,,45,147,1250000,Ordinary,,,65,95,100,60,50,50,420,0,0,2,0,0,0
373,Salamence,Salamence,3,1.5m,102.6kg,Dragon,Flying,Intimidate,,Moxie,Blue,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,95,135,80,110,80,100,600,0,3,0,0,0,0
373,Salamence,Mega Salamence,3,1.8m,112.6kg,Dragon,Flying,Aerilate,,,Blue,50,50,0,40,Dragon,,45,315,1250000,Ordinary,Mega,,95,145,130,120,90,120,700,0,3,0,0,0,0
374,Beldum,Beldum,3,0.6m,95.2kg,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,60,1250000,Ordinary,,,40,55,80,35,60,30,300,0,0,1,0,0,0
375,Metang,Metang,3,1.2m,202.5kg,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,147,1250000,Ordinary,,,60,75,100,55,80,50,420,0,0,2,0,0,0
376,Metagross,Metagross,3,1.6m,550.0kg,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,300,1250000,Ordinary,,,80,135,130,95,90,70,600,0,0,3,0,0,0
376,Metagross,Mega Metagross,3,2.5m,942.9kg,Steel,Psychic,Tough Claws,,,Blue,0,0,100,40,Mineral,,3,315,1250000,Ordinary,Mega,,80,145,150,105,110,110,700,0,0,3,0,0,0
377,Regirock,Regirock,3,1.7m,230.0kg,Rock,,Clear Body,,Sturdy,Brown,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,100,200,50,100,50,580,0,0,3,0,0,0
378,Regice,Regice,3,1.8m,175.0kg,Ice,,Clear Body,,Ice Body,Blue,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,50,100,100,200,50,580,0,0,0,0,3,0
379,Registeel,Registeel,3,1.9m,205.0kg,Steel,,Clear Body,,Light Metal,Gray,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,75,150,75,150,50,580,0,0,2,0,1,0
380,Latias,Latias,3,1.4m,40.0kg,Dragon,Psychic,Levitate,,,Red,0,100,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,80,80,90,110,130,110,600,0,0,0,0,3,0
380,Latias,Mega Latias,3,1.8m,52.0kg,Dragon,Psychic,Levitate,,,Purple,0,100,0,120,Undiscovered,,3,315,1250000,Semi-Legendary,Mega,,80,100,120,140,150,110,700,0,0,0,0,3,0
381,Latios,Latios,3,2.0m,60.0kg,Dragon,Psychic,Levitate,,,Blue,100,0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,80,90,80,130,110,110,600,0,0,0,3,0,0
381,Latios,Mega Latios,3,2.3m,70.0kg,Dragon,Psychic,Levitate,,,Purple,100,0,0,120,Undiscovered,,3,315,1250000,Semi-Legendary,Mega,,80,130,100,160,120,110,700,0,0,0,3,0,0
382,Kyogre,Kyogre,3,4.5m,352.0kg,Water,,Drizzle,,,Blue,0,0,100,120,Undiscovered,,3,335,1250000,Legendary,,,100,100,90,150,140,90,670,0,0,0,3,0,0
382,Kyogre,Primal Kyogre,3,9.8m,430.0kg,Water,,Primordial Sea,,,Blue,0,0,100,120,Undiscovered,,3,347,1250000,Legendary,,,100,150,90,180,160,90,770,0,0,0,3,0,0
383,Groudon,Groudon,3,3.5m,950.0kg,Ground,,Drought,,,Red,0,0,100,120,Undiscovered,,3,335,1250000,Legendary,,,100,150,140,100,90,90,670,0,3,0,0,0,0
383,Groudon,Primal Groudon,3,5.0m,999.7kg,Ground,Fire,Desolate Land,,,Red,0,0,100,120,Undiscovered,,3,347,1250000,Legendary,,,100,180,160,150,90,90,770,0,3,0,0,0,0
384,Rayquaza,Rayquaza,3,7.0m,206.5kg,Dragon,Flying,Air Lock,,,Green,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,,,105,150,90,150,90,95,680,0,2,0,1,0,0
384,Rayquaza,Mega Rayquaza,3,10.8m,392.0kg,Dragon,Flying,Delta Stream,,,Green,0,0,100,120,Undiscovered,,45,351,1250000,Legendary,Mega,,105,180,100,180,100,115,780,0,2,0,1,0,0
385,Jirachi,Jirachi,3,0.3m,1.1kg,Steel,Psychic,Serene Grace,,,Yellow,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,100,100,100,100,100,600,3,0,0,0,0,0
386,Deoxys,Deoxys,3,1.7m,60.8kg,Psychic,,Pressure,,,Red,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,150,50,150,50,150,600,0,1,0,1,0,1
386,Deoxys,Deoxys Attack Form,3,1.7m,60.8kg,Psychic,,Pressure,,,Red,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,180,20,180,20,150,600,0,2,0,1,0,0
386,Deoxys,Deoxys Defense Form,3,1.7m,60.8kg,Psychic,,Pressure,,,Red,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,70,160,70,160,90,600,0,0,2,0,1,0
386,Deoxys,Deoxys Speed Form,3,1.7m,60.8kg,Psychic,,Pressure,,,Red,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,50,95,90,95,90,180,600,0,0,0,0,0,3
387,Turtwig,Turtwig,4,0.4m,10.2kg,Grass,,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,64,1059860,Ordinary,,,55,68,64,45,55,31,318,0,1,0,0,0,0
388,Grotle,Grotle,4,1.1m,97.0kg,Grass,,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,142,1059860,Ordinary,,,75,89,85,55,65,36,405,0,1,1,0,0,0
389,Torterra,Torterra,4,2.2m,310.0kg,Grass,Ground,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,236,1059860,Ordinary,,,95,109,105,75,85,56,525,0,2,1,0,0,0
390,Chimchar,Chimchar,4,0.5m,6.2kg,Fire,,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,,,44,58,44,58,44,61,309,0,0,0,0,0,1
391,Monferno,Monferno,4,0.9m,22.0kg,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,142,1059860,Ordinary,,,64,78,52,78,52,81,405,0,0,0,1,0,1
392,Infernape,Infernape,4,1.2m,55.0kg,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,240,1059860,Ordinary,,,76,104,71,104,71,108,534,0,1,0,1,0,1
393,Piplup,Piplup,4,0.4m,5.2kg,Water,,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,63,1059860,Ordinary,,,53,51,53,61,56,40,314,0,0,0,1,0,0
394,Prinplup,Prinplup,4,0.8m,23.0kg,Water,,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,142,1059860,Ordinary,,,64,66,68,81,76,50,405,0,0,0,2,0,0
395,Empoleon,Empoleon,4,1.7m,84.5kg,Water,Steel,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,239,1059860,Ordinary,,,84,86,88,111,101,60,530,0,0,0,3,0,0
396,Starly,Starly,4,0.3m,2.0kg,Normal,Flying,Keen Eye,,Reckless,Brown,50,50,0,15,Flying,,255,49,1059860,Ordinary,,,40,55,30,30,30,60,245,0,0,0,0,0,1
397,Staravia,Staravia,4,0.6m,15.5kg,Normal,Flying,Intimidate,,Reckless,Brown,50,50,0,15,Flying,,120,119,1059860,Ordinary,,,55,75,50,40,40,80,340,0,0,0,0,0,2
398,Staraptor,Staraptor,4,1.2m,24.9kg,Normal,Flying,Intimidate,,Reckless,Brown,50,50,0,15,Flying,,45,243,1059860,Ordinary,,,85,120,70,50,60,100,485,0,3,0,0,0,0
399,Bidoof,Bidoof,4,0.5m,20.0kg,Normal,,Simple,Unaware,Moody,Brown,50,50,0,15,Water1,Ground,255,50,1000000,Ordinary,,,59,45,40,35,40,31,250,1,0,0,0,0,0
400,Bibarel,Bibarel,4,1.0m,31.5kg,Normal,Water,Simple,Unaware,Moody,Brown,50,50,0,15,Water1,Ground,127,144,1000000,Ordinary,,,79,85,60,55,60,71,410,0,2,0,0,0,0
401,Kricketot,Kricketot,4,0.3m,2.2kg,Bug,,Shed Skin,,Run Away,Red,50,50,0,15,Bug,,255,39,1059860,Ordinary,,,37,25,41,25,41,25,194,0,0,1,0,0,0
402,Kricketune,Kricketune,4,1.0m,25.5kg,Bug,,Swarm,,Technician,Red,50,50,0,15,Bug,,45,134,1059860,Ordinary,,,77,85,51,55,51,65,384,0,2,0,0,0,0
403,Shinx,Shinx,4,0.5m,9.5kg,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,235,53,1059860,Ordinary,,,45,65,34,40,34,45,263,0,1,0,0,0,0
404,Luxio,Luxio,4,0.9m,30.5kg,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,120,127,1059860,Ordinary,,,60,85,49,60,49,60,363,0,2,0,0,0,0
405,Luxray,Luxray,4,1.4m,42.0kg,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,45,262,1059860,Ordinary,,,80,120,79,95,79,70,523,0,3,0,0,0,0
406,Budew,Budew,4,0.2m,1.2kg,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,50,50,0,20,Undiscovered,,255,56,1059860,Ordinary,,,40,30,35,50,70,55,280,0,0,0,1,0,0
407,Roserade,Roserade,4,0.9m,14.5kg,Grass,Poison,Natural Cure,Poison Point,Technician,Green,50,50,0,20,Fairy,Grass,75,258,1059860,Ordinary,,,60,70,65,125,105,90,515,0,0,0,3,0,0
408,Cranidos,Cranidos,4,0.9m,31.5kg,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,,,67,125,40,30,30,58,350,0,1,0,0,0,0
409,Rampardos,Rampardos,4,1.6m,102.5kg,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,,,97,165,60,65,50,58,495,0,2,0,0,0,0
410,Shieldon,Shieldon,4,0.5m,57.0kg,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,,,30,42,118,42,88,30,350,0,0,1,0,0,0
411,Bastiodon,Bastiodon,4,1.3m,149.5kg,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,,,60,52,168,47,138,30,495,0,0,2,0,0,0
412,Burmy,Burmy Plant Form,4,0.2m,3.4kg,Bug,,Shed Skin,,Overcoat,Green,50,50,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,0,0,0,0,1,0
412,Burmy,Burmy Sandy Form,4,0.2m,3.4kg,Bug,,Shed Skin,,Overcoat,Brown,50,50,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,0,0,0,0,1,0
412,Burmy,Burmy Trash Form,4,0.2m,3.4kg,Bug,,Shed Skin,,Overcoat,Red,50,50,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,0,0,0,0,1,0
413,Wormadam,Wormadam Plant Form,4,0.5m,6.5kg,Bug,Grass,Anticipation,,Overcoat,Green,0,100,0,15,Bug,,45,148,1000000,Ordinary,,,60,59,85,79,105,36,424,0,0,0,0,2,0
413,Wormadam,Wormadam Sandy Form,4,0.5m,6.5kg,Bug,Ground,Anticipation,,Overcoat,Brown,0,100,0,15,Bug,,45,148,1000000,Ordinary,,,60,79,105,59,85,36,424,0,0,2,0,0,0
413,Wormadam,Wormadam Trash Form,4,0.5m,6.5kg,Bug,Steel,Anticipation,,Overcoat,Red,0,100,0,15,Bug,,45,148,1000000,Ordinary,,,60,69,95,69,95,36,424,0,0,1,0,1,0
414,Mothim,Mothim,4,0.9m,23.3kg,Bug,Flying,Swarm,,Tinted Lens,Yellow,100,0,0,15,Bug,,45,148,1000000,Ordinary,,,70,94,50,94,50,66,424,0,1,0,1,0,0
415,Combee,Combee,4,0.3m,5.5kg,Bug,Flying,Honey Gather,,Hustle,Yellow,87.5,12.5,0,15,Bug,,120,49,1059860,Ordinary,,,30,30,42,30,42,70,244,0,0,0,0,0,1
416,Vespiquen,Vespiquen,4,1.2m,38.5kg,Bug,Flying,Pressure,,Unnerve,Yellow,0,100,0,15,Bug,,45,166,1059860,Ordinary,,,70,80,102,80,102,40,474,0,0,1,0,1,0
417,Pachirisu,Pachirisu,4,0.4m,3.9kg,Electric,,Run Away,Pickup,Volt Absorb,White,50,50,0,10,Ground,Fairy,200,142,1000000,Ordinary,,,60,45,70,45,90,95,405,0,0,0,0,0,1
418,Buizel,Buizel,4,0.7m,29.5kg,Water,,Swift Swim,,Water Veil,Brown,50,50,0,20,Water1,Ground,190,66,1000000,Ordinary,,,55,65,35,60,30,85,330,0,0,0,0,0,1
419,Floatzel,Floatzel,4,1.1m,33.5kg,Water,,Swift Swim,,Water Veil,Brown,50,50,0,20,Water1,Ground,75,173,1000000,Ordinary,,,85,105,55,85,50,115,495,0,0,0,0,0,2
420,Cherubi,Cherubi,4,0.4m,3.3kg,Grass,,Chlorophyll,,,Pink,50,50,0,20,Fairy,Grass,190,55,1000000,Ordinary,,,45,35,45,62,53,35,275,0,0,0,1,0,0
421,Cherrim,Cherrim,4,0.5m,9.3kg,Grass,,Flower Gift,,,Purple,50,50,0,20,Fairy,Grass,75,158,1000000,Ordinary,,,70,60,70,87,78,85,450,0,0,0,2,0,0
421,Cherrim,Cherrim Sunshine Form,4,0.5m,9.3kg,Grass,,Flower Gift,,,Pink,50,50,0,20,Fairy,Grass,75,158,1000000,Ordinary,,,70,60,70,87,78,85,450,0,0,0,2,0,0
422,Shellos,Shellos East-Sea Form,4,0.3m,6.3kg,Water,,Sticky Hold,Storm Drain,Sand Force,Purple,50,50,0,20,Water1,Amorphous,190,65,1000000,Ordinary,,,76,48,48,57,62,34,325,1,0,0,0,0,0
422,Shellos,Shellos West-Sea Form,4,0.3m,6.3kg,Water,,Sticky Hold,Storm Drain,Sand Force,Blue,50,50,0,20,Water1,Amorphous,190,65,1000000,Ordinary,,,76,48,48,57,62,34,325,1,0,0,0,0,0
423,Gastrodon,Gastrodon East-Sea Form,4,0.9m,29.9kg,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Purple,50,50,0,20,Water1,Amorphous,75,166,1000000,Ordinary,,,111,83,68,92,82,39,475,2,0,0,0,0,0
423,Gastrodon,Gastrodon West-Sea Form,4,0.9m,29.9kg,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Blue,50,50,0,20,Water1,Amorphous,75,166,1000000,Ordinary,,,111,83,68,92,82,39,475,2,0,0,0,0,0
424,Ambipom,Ambipom,4,1.2m,20.3kg,Normal,,Technician,Pickup,Skill Link,Purple,50,50,0,20,Ground,,45,169,800000,Ordinary,,,75,100,66,60,66,115,482,0,0,0,0,0,2
425,Drifloon,Drifloon,4,0.4m,1.2kg,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50,50,0,30,Amorphous,,125,70,1640000,Ordinary,,,90,50,34,60,44,70,348,1,0,0,0,0,0
426,Drifblim,Drifblim,4,1.2m,15.0kg,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50,50,0,30,Amorphous,,60,174,1640000,Ordinary,,,150,80,44,90,54,80,498,2,0,0,0,0,0
427,Buneary,Buneary,4,0.4m,5.5kg,Normal,,Run Away,Klutz,Limber,Brown,50,50,0,20,Ground,Human-Like,190,70,1000000,Ordinary,,,55,66,44,44,56,85,350,0,0,0,0,0,1
428,Lopunny,Lopunny,4,1.2m,33.3kg,Normal,,Cute Charm,Klutz,Limber,Brown,50,50,0,20,Ground,Human-Like,60,168,1000000,Ordinary,,,65,76,84,54,96,105,480,0,0,0,0,0,2
428,Lopunny,Mega Lopunny,4,1.3m,28.3kg,Normal,Fighting,Scrappy,,,Brown,50,50,0,20,Ground,Human-Like,60,203,1000000,Ordinary,Mega,,65,136,94,54,96,135,580,0,0,0,0,0,2
429,Mismagius,Mismagius,4,0.9m,4.4kg,Ghost,,Levitate,,,Purple,50,50,0,25,Amorphous,,45,173,800000,Ordinary,,,60,60,60,105,105,105,495,0,0,0,1,1,0
430,Honchkrow,Honchkrow,4,0.9m,27.3kg,Dark,Flying,Insomnia,Super Luck,Moxie,Black,50,50,0,20,Flying,,30,177,1059860,Ordinary,,,100,125,52,105,52,71,505,0,2,0,0,0,0
431,Glameow,Glameow,4,0.5m,3.9kg,Normal,,Limber,Own Tempo,Keen Eye,Gray,25,75,0,20,Ground,,190,62,800000,Ordinary,,,49,55,42,42,37,85,310,0,0,0,0,0,1
432,Purugly,Purugly,4,1.0m,43.8kg,Normal,,Thick Fat,Own Tempo,Defiant,Gray,25,75,0,20,Ground,,75,158,800000,Ordinary,,,71,82,64,64,59,112,452,0,0,0,0,0,2
433,Chingling,Chingling,4,0.2m,0.6kg,Psychic,,Levitate,,,Yellow,50,50,0,25,Undiscovered,,120,57,800000,Ordinary,,,45,30,50,65,50,45,285,0,0,0,1,0,0
434,Stunky,Stunky,4,0.4m,19.2kg,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,50,50,0,20,Ground,,225,66,1000000,Ordinary,,,63,63,47,41,41,74,329,0,0,0,0,0,1
435,Skuntank,Skuntank,4,1.0m,38.0kg,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,50,50,0,20,Ground,,60,168,1000000,Ordinary,,,103,93,67,71,61,84,479,2,0,0,0,0,0
436,Bronzor,Bronzor,4,0.5m,60.5kg,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,0,0,100,20,Mineral,,255,60,1000000,Ordinary,,,57,24,86,24,86,23,300,0,0,1,0,0,0
437,Bronzong,Bronzong,4,1.3m,187.0kg,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,0,0,100,20,Mineral,,90,175,1000000,Ordinary,,,67,89,116,79,116,33,500,0,0,1,0,1,0
438,Bonsly,Bonsly,4,0.5m,15.0kg,Rock,,Sturdy,Rock Head,Rattled,Brown,50,50,0,20,Undiscovered,,255,58,1000000,Ordinary,,,50,80,95,10,45,10,290,0,0,1,0,0,0
439,Mime Jr.,Mime Jr.,4,0.6m,13.0kg,Psychic,Fairy,Soundproof,Filter,Technician,Pink,50,50,0,25,Undiscovered,,145,62,1000000,Ordinary,,,20,25,45,70,90,60,310,0,0,0,0,1,0
