ID: 424 ID: 424 | Name: Pansage | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 10.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316
ID: 125 ID: 125 | Name: Pupitar | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.2m | Weight: 152.0kg | Type: [Rock, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 410
ID: 404 ID: 404 | Name: Jynx | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.4m | Weight: 40.6kg | Type: [Ice, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 455
ID: 519 ID: 519 | Name: Weepinbell | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 6.4kg | Type: [Grass, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 390
ID: 511 ID: 511 | Name: Pidgeot | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.5m | Weight: 39.5kg | Type: [Normal, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 479
ID: 530 ID: 530 | Name: Incineroar | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.8m | Weight: 83.0kg | Type: [Fire, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 1020 ID: 1020 | Name: Delibird | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.9m | Weight: 16.0kg | Type: [Ice, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 330
ID: 587 ID: 587 | Name: Alolan Ninetales | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.1m | Weight: 19.9kg | Type: [Ice, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 505
ID: 242 ID: 242 | Name: Meowstic Female | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.6m | Weight: 8.5kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 466
ID: 615 ID: 615 | Name: Paldean Tauros | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.4m | Weight: 110.0kg | Type: [Fighting, Water] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 132 ID: 132 | Name: Patrat | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.5m | Weight: 11.6kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 255
ID: 215 ID: 215 | Name: Mega Absol | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.2m | Weight: 49.0kg | Type: [Dark, ] | Category: Ordinary | Mega Evolution: true | TOTAL: 565
ID: 312 ID: 312 | Name: Trapinch | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.7m | Weight: 15.0kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 290
ID: 867 ID: 867 | Name: Arcanine | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.9m | Weight: 155.0kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 555
ID: 574 ID: 574 | Name: Basculegion Male | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 3.0m | Weight: 110.0kg | Type: [Water, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 61 ID: 61 | Name: Frillish | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.2m | Weight: 33.0kg | Type: [Water, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 335
ID: 674 ID: 674 | Name: Chesnaught | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.6m | Weight: 90.0kg | Type: [Grass, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 527 ID: 527 | Name: Meloetta Aria Form | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 6.5kg | Type: [Normal, Psychic] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 311 ID: 311 | Name: Mega Charizard Y | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.7m | Weight: 100.5kg | Type: [Fire, Flying] | Category: Ordinary | Mega Evolution: true | TOTAL: 634
ID: 396 ID: 396 | Name: Venusaur | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.0m | Weight: 100.0kg | Type: [Grass, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 328 ID: 328 | Name: Toxtricity Low-Key Form | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.6m | Weight: 40.0kg | Type: [Electric, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 502
ID: 823 ID: 823 | Name: Sunflora | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.8m | Weight: 8.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 425
ID: 451 ID: 451 | Name: Simipour | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.0m | Weight: 29.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 498
ID: 203 ID: 203 | Name: Ferroseed | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 18.8kg | Type: [Grass, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 305
ID: 144 ID: 144 | Name: Paldean Tauros | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.4m | Weight: 85.0kg | Type: [Fighting, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 274 ID: 274 | Name: Metagross | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.6m | Weight: 550.0kg | Type: [Steel, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 600
ID: 1046 ID: 1046 | Name: Omanyte | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.4m | Weight: 7.5kg | Type: [Rock, Water] | Category: Ordinary | Mega Evolution: false | TOTAL: 355
ID: 135 ID: 135 | Name: Glimmora | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.5m | Weight: 45.0kg | Type: [Rock, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 87 ID: 87 | Name: Clamperl | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.4m | Weight: 52.5kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 345
ID: 171 ID: 171 | Name: Oranguru | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.5m | Weight: 76.0kg | Type: [Normal, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 596 ID: 596 | Name: Castform Snowy Form | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.3m | Weight: 0.8kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 420
ID: 443 ID: 443 | Name: Weedle | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.3m | Weight: 3.2kg | Type: [Bug, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 195
ID: 724 ID: 724 | Name: Linoone | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.5m | Weight: 32.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 420
ID: 707 ID: 707 | Name: Mewtwo | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.0m | Weight: 122.0kg | Type: [Psychic, ] | Category: Legendary | Mega Evolution: false | TOTAL: 680
ID: 26 ID: 26 | Name: Typhlosion | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.7m | Weight: 79.5kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 534
ID: 401 ID: 401 | Name: Iron Moth | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.2m | Weight: 36.0kg | Type: [Fire, Poison] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 456 ID: 456 | Name: Chingling | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.2m | Weight: 0.6kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 285
ID: 248 ID: 248 | Name: Aegislash Shield Form | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.7m | Weight: 53.0kg | Type: [Steel, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 90 ID: 90 | Name: Spritzee | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.2m | Weight: 0.5kg | Type: [Fairy, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 341
ID: 960 ID: 960 | Name: Nidorina | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 20.0kg | Type: [Poison, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 365
ID: 211 ID: 211 | Name: Pawmot | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.9m | Weight: 41.0kg | Type: [Electric, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 335 ID: 335 | Name: Nosepass | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.0m | Weight: 97.0kg | Type: [Rock, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 375
ID: 382 ID: 382 | Name: Vulpix | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.6m | Weight: 9.9kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 299
ID: 607 ID: 607 | Name: Flamigo | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.6m | Weight: 37.0kg | Type: [Flying, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 121 ID: 121 | Name: Ekans | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.0m | Weight: 6.9kg | Type: [Poison, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 288
ID: 528 ID: 528 | Name: Toxel | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.4m | Weight: 11.0kg | Type: [Electric, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 242
ID: 440 ID: 440 | Name: Crabrawler | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.6m | Weight: 7.0kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 338
ID: 282 ID: 282 | Name: Jirachi | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.3m | Weight: 1.1kg | Type: [Steel, Psychic] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 472 ID: 472 | Name: Sandygast | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.5m | Weight: 70.0kg | Type: [Ghost, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 320
ID: 1076 ID: 1076 | Name: Geodude | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.4m | Weight: 20.0kg | Type: [Rock, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 1170 ID: 1170 | Name: Lampent | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 13.0kg | Type: [Ghost, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 370
ID: 719 ID: 719 | Name: Toxicroak | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.3m | Weight: 44.4kg | Type: [Poison, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 192 ID: 192 | Name: Regieleki | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.2m | Weight: 145.0kg | Type: [Electric, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 1062 ID: 1062 | Name: Rookidee | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.2m | Weight: 1.8kg | Type: [Flying, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 245
ID: 369 ID: 369 | Name: Smeargle | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.2m | Weight: 58.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 250
ID: 444 ID: 444 | Name: Kilowattrel | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.4m | Weight: 38.6kg | Type: [Electric, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 921 ID: 921 | Name: Nidorino | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.9m | Weight: 19.5kg | Type: [Poison, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 365
ID: 552 ID: 552 | Name: Lairon | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.9m | Weight: 120.0kg | Type: [Steel, Rock] | Category: Ordinary | Mega Evolution: false | TOTAL: 430
ID: 957 ID: 957 | Name: Minior Meteor Form | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.3m | Weight: 40.0kg | Type: [Rock, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 440
ID: 952 ID: 952 | Name: Greninja | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.5m | Weight: 40.0kg | Type: [Water, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 530
ID: 480 ID: 480 | Name: Scovillain | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.9m | Weight: 15.0kg | Type: [Grass, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 486
ID: 1100 ID: 1100 | Name: Galarian Mr. Mime | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.4m | Weight: 56.8kg | Type: [Ice, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 460
ID: 156 ID: 156 | Name: Nickit | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.6m | Weight: 8.9kg | Type: [Dark, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 245
ID: 922 ID: 922 | Name: Totodile | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.6m | Weight: 9.5kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 314
ID: 647 ID: 647 | Name: Capsakid | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.3m | Weight: 3.0kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 304
ID: 1165 ID: 1165 | Name: Thievul | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.2m | Weight: 19.9kg | Type: [Dark, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 455
ID: 450 ID: 450 | Name: Hisuian Goodra | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.7m | Weight: 334.1kg | Type: [Steel, Dragon] | Category: Ordinary | Mega Evolution: false | TOTAL: 600
ID: 976 ID: 976 | Name: Purugly | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.0m | Weight: 43.8kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 452
ID: 881 ID: 881 | Name: Sentret | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.8m | Weight: 6.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 215
ID: 101 ID: 101 | Name: Drowzee | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 32.4kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 328
ID: 995 ID: 995 | Name: Luxray | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.4m | Weight: 42.0kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 523
ID: 993 ID: 993 | Name: Litten | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.4m | Weight: 4.3kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 320
ID: 992 ID: 992 | Name: Hawlucha | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.8m | Weight: 21.5kg | Type: [Fighting, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 759 ID: 759 | Name: Slugma | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.7m | Weight: 35.0kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 250
ID: 114 ID: 114 | Name: Seismitoad | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.5m | Weight: 62.0kg | Type: [Water, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 509
ID: 178 ID: 178 | Name: Treecko | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.5m | Weight: 5.0kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 310
ID: 588 ID: 588 | Name: Porygon-Z | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.9m | Weight: 34.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 535
ID: 1177 ID: 1177 | Name: Ho-Oh | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 3.8m | Weight: 199.0kg | Type: [Fire, Flying] | Category: Legendary | Mega Evolution: false | TOTAL: 680
ID: 784 ID: 784 | Name: Pineco | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.6m | Weight: 7.2kg | Type: [Bug, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 290
ID: 1183 ID: 1183 | Name: Mega Aggron | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 2.2m | Weight: 395.0kg | Type: [Steel, ] | Category: Ordinary | Mega Evolution: true | TOTAL: 630
ID: 845 ID: 845 | Name: Iron Bundle | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.6m | Weight: 11.0kg | Type: [Ice, Water] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 1053 ID: 1053 | Name: Mega Garchomp | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.9m | Weight: 95.0kg | Type: [Dragon, Ground] | Category: Ordinary | Mega Evolution: true | TOTAL: 700
ID: 298 ID: 298 | Name: Quagsire | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.4m | Weight: 75.0kg | Type: [Water, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 430
ID: 539 ID: 539 | Name: Voltorb | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.5m | Weight: 10.4kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 330
ID: 363 ID: 363 | Name: Buneary | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.4m | Weight: 5.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 350
ID: 855 ID: 855 | Name: Carkol | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.1m | Weight: 78.0kg | Type: [Rock, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 410
ID: 1188 ID: 1188 | Name: Mega Manectric | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.8m | Weight: 44.0kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: true | TOTAL: 575
ID: 765 ID: 765 | Name: Magneton | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 60.0kg | Type: [Electric, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 465
ID: 1000 ID: 1000 | Name: Piloswine | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.1m | Weight: 55.8kg | Type: [Ice, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 450
ID: 255 ID: 255 | Name: Glaceon | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.8m | Weight: 25.9kg | Type: [Ice, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 936 ID: 936 | Name: Squawkabilly | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.6m | Weight: 2.4kg | Type: [Normal, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 417
ID: 398 ID: 398 | Name: Unbound Hoopa | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 6.5m | Weight: 490.0kg | Type: [Psychic, Dark] | Category: Mythical | Mega Evolution: false | TOTAL: 680
ID: 1174 ID: 1174 | Name: Kangaskhan | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.2m | Weight: 80.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 817 ID: 817 | Name: Boldore | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.9m | Weight: 102.0kg | Type: [Rock, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 390
ID: 685 ID: 685 | Name: Arctibax | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.8m | Weight: 30.0kg | Type: [Dragon, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 423
ID: 521 ID: 521 | Name: Togetic | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.6m | Weight: 3.2kg | Type: [Fairy, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 402 ID: 402 | Name: Mantine | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 2.1m | Weight: 220.0kg | Type: [Water, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 485
ID: 326 ID: 326 | Name: Carracosta | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.2m | Weight: 81.0kg | Type: [Water, Rock] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 625 ID: 625 | Name: Swinub | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.4m | Weight: 6.5kg | Type: [Ice, Ground] | Category: Ordinary | Mega Evolution: false | TOTAL: 250
ID: 16 ID: 16 | Name: Mega Steelix | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 10.5m | Weight: 740.0kg | Type: [Steel, Ground] | Category: Ordinary | Mega Evolution: true | TOTAL: 610
ID: 286 ID: 286 | Name: Galarian Darmanitan Zen-Mode | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.7m | Weight: 120.0kg | Type: [Ice, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 540
ID: 1116 ID: 1116 | Name: Alolan Graveler | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 110.0kg | Type: [Rock, Electric] | Category: Ordinary | Mega Evolution: false | TOTAL: 390
ID: 206 ID: 206 | Name: Rockruff | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.5m | Weight: 9.2kg | Type: [Rock, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 280
ID: 601 ID: 601 | Name: Meltan | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.2m | Weight: 8.0kg | Type: [Steel, ] | Category: Mythical | Mega Evolution: false | TOTAL: 300
ID: 654 ID: 654 | Name: Shaymin Sky Form | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.4m | Weight: 5.2kg | Type: [Grass, Flying] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 506 ID: 506 | Name: Mudbray | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.0m | Weight: 110.0kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 385
ID: 1024 ID: 1024 | Name: Volcarona | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.6m | Weight: 46.0kg | Type: [Bug, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 550
ID: 22 ID: 22 | Name: Lurantis | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.9m | Weight: 18.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 480
ID: 780 ID: 780 | Name: Drakloak | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.4m | Weight: 11.0kg | Type: [Dragon, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 410
ID: 753 ID: 753 | Name: Manectric | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 40.2kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 475
ID: 79 ID: 79 | Name: Mudsdale | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 2.5m | Weight: 920.0kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 234 ID: 234 | Name: Mimikyu | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.2m | Weight: 0.7kg | Type: [Ghost, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 476
